,filename,file_type,contig,contig_len,plasmid_name,plasmid_accession,top_hit
439,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_55_plasmid.fasta,short,NODE_80_length_9044_cov_25.030707_component_0|NODE_35_length_35055_cov_27.247581_component_0|NODE_54_length_18171_cov_26.941496_component_0|NODE_65_length_14386_cov_25.057273_component_0|NODE_71_length_12660_cov_24.589122_component_0|NODE_74_length_11660_cov_27.409828_component_0|NODE_76_length_10914_cov_3.633188_component_5,9044.0,IncFII(K)|IncX3|IncFII(pBK30683)|IncN|IncFIB(K)|IncFIA(pBK30683)|IncP6,CP000648|JN247852|KF954760|AY046276|JN233704|KF954760|JF785550,NZ_CP009777.1
444,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_56_genome.fasta,short,NODE_138_length_8381_cov_10.065860|NODE_105_length_17509_cov_19.751208|NODE_110_length_14985_cov_18.981835|NODE_117_length_12745_cov_8.732494|NODE_124_length_11935_cov_25.599543,8381.0,IncFII(K)|IncFII(pBK30683)|IncFIA(pBK30683)|IncFIB(K)|IncN,CP000648|KF954760|KF954760|JN233704|AY046276,NZ_CP028804.1
445,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_56_genome.fasta,short,NODE_76_length_35055_cov_27.130446,35055.0,IncX3,JN247852,NZ_CP020839.1
447,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_56_plasmid.fasta,short,NODE_9_length_8381_cov_10.065860_component_0|NODE_8_length_12747_cov_8.732378_component_0,8381.0,IncFII(K)|IncFIB(K),CP000648|JN233704,NZ_CP028804.1
450,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_57_genome.fasta,short,NODE_33_length_35055_cov_18.863314,35055.0,IncX3,JN247852,NZ_CP020839.1
453,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_57_genome.fasta,short,NODE_97_length_17034_cov_14.151540|NODE_196_length_10883_cov_3.428080|NODE_29_length_38480_cov_3.642300|NODE_88_length_17691_cov_12.955663|NODE_95_length_17256_cov_25.898920,17034.0,IncFIB(pECLA)|IncFII(pBK30683)|IncFIA(pBK30683)|IncFII(pECLA)|IncN,CP001919|KF954760|KF954760|CP001919|AY046276,NZ_CP055884.1
455,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_57_plasmid.fasta,short,NODE_24_length_35055_cov_18.863314_component_0,35055.0,IncX3,JN247852,NZ_CP020839.1
457,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_57_plasmid.fasta,short,NODE_35_length_17034_cov_14.151540_component_0|NODE_23_length_37081_cov_25.913880_component_0|NODE_33_length_17691_cov_12.955663_component_0,17034.0,IncFIB(pECLA)|IncN|IncFII(pECLA),CP001919|AY046276|CP001919,NZ_CP055884.1
460,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_58_genome.fasta,short,NODE_65_length_7597_cov_25.844168|NODE_122_length_1256_cov_31.658150|NODE_53_length_24490_cov_26.093890,7597.0,IncFIB(K)|IncFIA(HI1)|IncR,JN233704|AF250878|DQ449578,NZ_CP056366.1
463,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_59_genome.fasta,short,NODE_85_length_3842_cov_24.386993|NODE_61_length_12973_cov_25.811625|NODE_68_length_7599_cov_25.415084,3842.0,IncFIA(HI1)|IncR|IncFIB(K),AF250878|DQ449578|JN233704,NZ_MG252036.1
464,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_5_genome.fasta,short,NODE_2107_length_819_cov_2.057307,819.0,IncFIB(pQil),JN233705,
467,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_5_genome.fasta,short,NODE_594_length_2135_cov_23.154419|NODE_286_length_3127_cov_2.244178|NODE_536_length_2281_cov_23.306019|NODE_73_length_12021_cov_2.784202,2135.0,IncFIB(K)|repE(pEh60-7)|IncFIA(HI1)|IncP6,JN233704|CP088228|AF250878|JF785550,NZ_LT883141.1
469,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_5_plasmid.fasta,short,NODE_4_length_12021_cov_2.784202_component_2,12021.0,IncP6,JF785550,NZ_CP080110.1
473,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_60_genome.fasta,short,NODE_92_length_3842_cov_24.300994|NODE_120_length_2155_cov_1.917896|NODE_60_length_12973_cov_25.756225|NODE_67_length_7597_cov_25.647806,3842.0,IncFIA(HI1)|IncP6|IncR|IncFIB(K),AF250878|JF785550|DQ449578|JN233704,NZ_MG252036.1
476,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_61_genome.fasta,short,NODE_99_length_1256_cov_30.049339|NODE_59_length_12973_cov_26.244709|NODE_64_length_7597_cov_25.779160,1256.0,IncFIA(HI1)|IncR|IncFIB(K),AF250878|DQ449578|JN233704,NZ_CP045065.1
479,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_61_plasmid.fasta,short,NODE_8_length_7598_cov_25.776782_component_0|NODE_1_length_23527_cov_26.652824_component_0|NODE_21_length_1256_cov_30.049339_component_0,7598.0,IncFIB(K)|IncR|IncFIA(HI1),JN233704|DQ449578|AF250878,NZ_CP056366.1
481,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_62_genome.fasta,short,NODE_65_length_16764_cov_29.484648|NODE_35_length_41074_cov_29.569873,16764.0,IncFIB(pECLA)|IncFII(pECLA),CP001919|CP001919,NZ_AP022432.1
491,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_63_genome.fasta,short,NODE_731_length_4501_cov_11.073059|NODE_229_length_17926_cov_21.577534|NODE_242_length_17201_cov_12.375117|NODE_318_length_12747_cov_5.598210|NODE_404_length_9909_cov_19.326931|NODE_410_length_9764_cov_13.790003|NODE_444_length_8704_cov_20.551555|NODE_487_length_7785_cov_4.992171|NODE_552_length_6720_cov_29.707531|NODE_569_length_6376_cov_22.841247,4501.0,IncFIA(pBK30683)|repB(R1701)|IncFII(pBK30683)|IncFIB(K)|IncFII(K)|IncFIB(K)(pCAV1099-114)|IncR|IncFII(K)|IncN|IncFII(K),KF954760|CP039970|KF954760|JN233704|CP000648|CP011596|DQ449578|CP000648|AY046276|CP000648,NZ_CP009773.1
492,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_63_genome.fasta,short,NODE_77_length_35159_cov_21.340373,35159.0,IncX3,JN247852,NZ_CP020839.1
496,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_63_plasmid.fasta,short,NODE_172_length_7785_cov_4.992171_component_0|NODE_140_length_12747_cov_5.598210_component_0|NODE_167_length_8246_cov_13.281846_component_0,7785.0,IncFII(K)|IncFIB(K)|IncFIB(K)(pCAV1099-114),CP000648|JN233704|CP011596,NZ_CP018886.1
497,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_63_plasmid.fasta,short,NODE_193_length_6235_cov_30.221295_component_0|NODE_113_length_17201_cov_12.375117_component_0,6235.0,IncN|IncFII(pBK30683),AY046276|KF954760,NZ_CP033830.1
499,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_64_genome.fasta,short,NODE_1453_length_829_cov_1.206215,829.0,IncFII(S),CP000858,
501,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_64_genome.fasta,short,NODE_565_length_6090_cov_29.416485|NODE_144_length_25927_cov_27.514532|NODE_314_length_12209_cov_29.609696,6090.0,IncFII(pECLA)|pKPC-CAV1321|IncFIB(pECLA),CP001919|CP011611|CP001919,NZ_AP022488.1
503,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_65_genome.fasta,short,NODE_139_length_16764_cov_28.984258|NODE_127_length_19905_cov_5.590730|NODE_74_length_41073_cov_29.039070,16764.0,IncFIB(pECLA)|IncFII(S)|IncFII(pECLA),CP001919|CP000858|CP001919,NZ_AP022432.1
506,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_65_plasmid.fasta,short,NODE_77_length_16764_cov_28.984258_component_0|NODE_39_length_41073_cov_29.039070_component_0,16764.0,IncFIB(pECLA)|IncFII(pECLA),CP001919|CP001919,NZ_AP022432.1
508,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_67_genome.fasta,short,NODE_11396_length_553_cov_1.925926,553.0,IncFII(pBK30683),KF954760,
515,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_67_genome.fasta,short,NODE_639_length_8045_cov_2.528269|NODE_104_length_29186_cov_4.309995|NODE_117_length_27444_cov_4.944589|NODE_1439_length_4237_cov_2.190233|NODE_3159_length_2191_cov_2.595169|NODE_529_length_9350_cov_3.197313|NODE_5578_length_1260_cov_1.674276|NODE_5816_length_1207_cov_1.983425|NODE_890_length_6390_cov_3.532621,8045.0,IncFIB(K)|IncFII(pKP91)|IncFIA(HI1)|pKPC-CAV1321|IncFII(pECLA)|IncFIB(pECLA)|IncFII(K)|IncR|IncP6,JN233704|CP000966|AF250878|CP011611|CP001919|CP001919|CP000648|DQ449578|JF785550,NZ_CP055452.1
516,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_67_genome.fasta,short,NODE_743_length_7224_cov_27.270731,7224.0,IncFIA(HI1)(pAR0022),CP024882,NZ_CP056202.1
517,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_67_genome.fasta,short,NODE_7481_length_916_cov_2.505660,916.0,IncX3,JN247852,
519,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_67_plasmid.fasta,short,NODE_274_length_7224_cov_27.270731_component_0,7224.0,IncFIA(HI1)(pAR0022),CP024882,NZ_CP056202.1
532,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_68_genome.fasta,short,NODE_80_length_35087_cov_5.592661,35087.0,IncX3,JN247852,NZ_CP030344.1
533,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_68_genome.fasta,short,NODE_845_length_5594_cov_6.375662|NODE_1334_length_2843_cov_2.676341|NODE_1555_length_2211_cov_2.855502|NODE_1778_length_1834_cov_2.159953|NODE_218_length_19241_cov_12.968567|NODE_231_length_18151_cov_26.101905|NODE_352_length_12743_cov_3.873633|NODE_50_length_49762_cov_6.745996|NODE_564_length_8702_cov_25.791749|NODE_649_length_7490_cov_3.423802|NODE_654_length_7429_cov_2.384784|NODE_67_length_42897_cov_26.669955,5594.0,IncFIA(pBK30683)|IncFIB(K)|IncFII(K)|IncFIA(HI1)|IncN|IncP6|IncFIB(pECLA)|IncFII(pBK30683)|repB(R1701)|IncFII(pECLA)|pKPC-CAV1321|IncR,KF954760|JN233704|CP000648|AF250878|AY046276|JF785550|CP001919|KF954760|CP039970|CP001919|CP011611|DQ449578,NZ_CP009773.1
540,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_68_plasmid.fasta,short,NODE_87_length_5594_cov_6.375662_component_0|NODE_129_length_2211_cov_2.855502_component_0|NODE_23_length_63962_cov_6.759058_component_0|NODE_25_length_46972_cov_26.367399_component_0|NODE_38_length_19323_cov_12.947037_component_0|NODE_41_length_18151_cov_26.101905_component_0|NODE_66_length_10778_cov_26.007038_component_0,5594.0,IncFIA(pBK30683)|IncFII(K)|IncFII(pBK30683)|IncR|IncN|IncP6|repB(R1701),KF954760|CP000648|KF954760|DQ449578|AY046276|JF785550|CP039970,NZ_CP009773.1
543,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_69_genome.fasta,short,NODE_444_length_3150_cov_2.491912,3150.0,IncX3,JN247852,NZ_CP049602.1
544,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_69_genome.fasta,short,NODE_491_length_2931_cov_4.396441|NODE_29_length_25800_cov_4.070563|NODE_41_length_14332_cov_5.327985,2931.0,IncN|IncP6|IncFIA(HI1),AY046276|JF785550|AF250878,NC_011383.1
545,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_69_genome.fasta,short,NODE_5178_length_702_cov_1.373494,702.0,IncFIB(pB171),AB024946,
547,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_69_plasmid.fasta,short,NODE_35_length_14332_cov_5.327985_component_4|NODE_26_length_25800_cov_4.070563_component_2,14332.0,IncFIA(HI1)|IncP6,AF250878|JF785550,NZ_CP072946.1
549,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_6_genome.fasta,short,NODE_11685_length_549_cov_1.471963,549.0,IncFIB(pECLA),CP001919,
554,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_6_genome.fasta,short,NODE_6355_length_994_cov_1.815578,994.0,IncFII(pECLA),CP001919,
556,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_6_genome.fasta,short,NODE_843_length_4154_cov_14.036201|NODE_108_length_13123_cov_5.102215|NODE_2014_length_2446_cov_2.890323|NODE_2595_length_2069_cov_23.106263|NODE_3117_length_1804_cov_1.693999|NODE_3807_length_1548_cov_1.766643|NODE_73_length_18151_cov_8.502572,4154.0,IncFIA(HI1)|IncR|IncFII(pBK30683)|IncFIB(K)|repE(pEh60-7)|IncFII(Yp)|IncP6,AF250878|DQ449578|KF954760|JN233704|CP088228|CP000670|JF785550,MT809698.1
557,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_6_genome.fasta,short,NODE_928_length_3938_cov_2.279801,3938.0,IncFIB(pENTAS01),CP003027,NZ_CP017991.1
561,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_6_plasmid.fasta,short,NODE_76_length_13123_cov_5.102215_component_10|NODE_142_length_4154_cov_14.036201_component_0|NODE_194_length_2069_cov_23.106263_component_0|NODE_62_length_18151_cov_8.502572_component_2,13123.0,IncR|IncFIA(HI1)|IncFIB(K)|IncP6,DQ449578|AF250878|JN233704|JF785550,NZ_CP058168.1
562,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_70_genome.fasta,short,NODE_32_length_33515_cov_11.117057,33515.0,IncFIB(pB171),AB024946,CP057747.1
563,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_71_genome.fasta,short,NODE_89_length_3358_cov_24.632994,3358.0,IncFIA(HI1),AF250878,NZ_MG252036.1
564,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_71_plasmid.fasta,short,NODE_18_length_3358_cov_24.632994_component_0,3358.0,IncFIA(HI1),AF250878,NZ_MG252036.1
565,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_72_genome.fasta,short,NODE_34_length_33515_cov_14.366922,33515.0,IncFIB(pB171),AB024946,CP057747.1
566,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_73_genome.fasta,short,NODE_47_length_35114_cov_26.817363,35114.0,IncX10,OQ821188.1,NZ_AP022436.1
568,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_73_genome.fasta,short,NODE_62_length_18151_cov_5.077879|NODE_53_length_29147_cov_26.750017,18151.0,IncP6|IncFIB(pQil),JF785550|JN233705,NZ_KX810825.1
569,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_73_plasmid.fasta,short,NODE_1_length_18151_cov_5.077879_component_0,18151.0,IncP6,JF785550,NZ_KX810825.1
572,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_74_genome.fasta,short,NODE_42_length_17805_cov_26.770018,17805.0,IncR,DQ449578,NZ_CP056131.1
574,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_74_genome.fasta,short,NODE_96_length_3488_cov_28.518563|NODE_36_length_25324_cov_27.931199|NODE_41_length_18151_cov_10.078152|NODE_57_length_9475_cov_28.704832,3488.0,IncFII(K)|pKPC-CAV1321|IncP6|IncFIB(K),CP000648|CP011611|JF785550|JN233704,NZ_CP079727.1
575,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_74_plasmid.fasta,short,NODE_1_length_18151_cov_10.078152_component_0,18151.0,IncP6,JF785550,NZ_KX810825.1
579,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_75_genome.fasta,short,NODE_43_length_14390_cov_28.362464|NODE_27_length_40603_cov_29.151845|NODE_38_length_18151_cov_9.142075|NODE_39_length_17293_cov_28.938330,14390.0,IncFIB(K)|repB(R1701)|IncP6|IncFII(K),JN233704|CP039970|JF785550|CP000648,NZ_CP050074.1
580,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_75_plasmid.fasta,short,NODE_1_length_18151_cov_9.142075_component_0,18151.0,IncP6,JF785550,NZ_KX810825.1
582,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_76_genome.fasta,short,NODE_112_length_18151_cov_29.445271,18151.0,IncP6,JF785550,NZ_KX810825.1
583,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_76_genome.fasta,short,NODE_1203_length_522_cov_0.897756,522.0,IncFIA(pBK30683),KF954760,
584,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_76_genome.fasta,short,NODE_185_length_4616_cov_28.904783|NODE_108_length_19904_cov_29.472476|NODE_50_length_69383_cov_4.807672,4616.0,IncFIB(pB171)|IncFII(S)|pKPC-CAV1321,AB024946|CP000858|CP011611,NZ_CP056410.1
586,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_76_genome.fasta,short,NODE_805_length_641_cov_1.750000,641.0,IncFII(pECLA),CP001919,
587,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_76_plasmid.fasta,short,NODE_11_length_69383_cov_4.807672_component_0,69383.0,pKPC-CAV1321,CP011611,NZ_CP056268.1
588,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_77_genome.fasta,short,NODE_1193_length_1274_cov_1.398959,1274.0,IncFII,AY458016,NZ_CP026404.1
589,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_77_genome.fasta,short,NODE_1297_length_1079_cov_2.221294,1079.0,IncFIB(K),JN233704,NZ_CP026404.1
591,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_77_genome.fasta,short,NODE_60_length_19905_cov_29.423271|NODE_421_length_4638_cov_28.423954,19905.0,IncFII(S)|IncFIB(pB171),CP000858|AB024946,NZ_CP056252.1
592,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_77_genome.fasta,short,NODE_953_length_1804_cov_1.758764,1804.0,IncP6,JF785550,NZ_KX912255.1
598,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_78_genome.fasta,short,NODE_358_length_4210_cov_3.453901|NODE_138_length_19905_cov_29.010514|NODE_286_length_5153_cov_27.519873,4210.0,IncFIB(pECLA)|IncFII(S)|IncFIB(pB171),CP001919|CP000858|AB024946,NZ_CP053104.1
599,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_78_genome.fasta,short,NODE_598_length_2818_cov_2.021135|NODE_183_length_12368_cov_2.751613|NODE_222_length_7897_cov_6.055170|NODE_223_length_7751_cov_6.267366,2818.0,IncFIB(K)|IncFII(pECLA)|IncFII(K)|repB(R1701),JN233704|CP001919|CP000648|CP039970,CP056669.1
602,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_78_plasmid.fasta,short,NODE_75_length_9131_cov_9.633740_component_0|NODE_53_length_19905_cov_29.010514_component_0|NODE_65_length_12368_cov_2.751613_component_5,9131.0,repB(R1701)|IncFII(S)|IncFII(pECLA),CP039970|CP000858|CP001919,NZ_CP026206.1
603,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_79_genome.fasta,short,NODE_101_length_35678_cov_7.622915,35678.0,IncX3,JN247852,NZ_AP022058.1
613,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_79_genome.fasta,short,NODE_966_length_3814_cov_1.448957|NODE_139_length_24811_cov_8.525030|NODE_161_length_19905_cov_29.089567|NODE_188_length_17547_cov_4.924022|NODE_332_length_10195_cov_2.272186|NODE_364_length_8960_cov_15.508994|NODE_458_length_7302_cov_2.622058|NODE_483_length_6951_cov_2.374817|NODE_506_length_6680_cov_2.749809|NODE_616_length_5656_cov_2.099910,3814.0,IncR|IncP6|IncFII(S)|pKPC-CAV1321|IncFII(K)|IncFIB(pB171)|IncFII(pECLA)|IncFIA(HI1)|IncFIB(pECLA)|IncFII(pBK30683),DQ449578|JF785550|CP000858|CP011611|CP000648|AB024946|CP001919|AF250878|CP001919|KF954760,CP019900.1
617,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_79_plasmid.fasta,short,NODE_66_length_35678_cov_7.622915_component_0,35678.0,IncX3,JN247852,NZ_AP022058.1
618,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_79_plasmid.fasta,short,NODE_92_length_24811_cov_8.525030_component_0|NODE_106_length_19905_cov_29.089567_component_0|NODE_230_length_10195_cov_2.272186_component_105|NODE_269_length_6680_cov_2.749809_component_0,24811.0,IncP6|IncFII(S)|IncFII(K)|IncFIB(pECLA),JF785550|CP000858|CP000648|CP001919,NZ_AP022277.1
624,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_7_genome.fasta,short,NODE_649_length_3286_cov_2.099526|NODE_126_length_20600_cov_28.528688|NODE_1295_length_2121_cov_3.592500|NODE_1386_length_2018_cov_3.800738|NODE_1984_length_1601_cov_1.633108|NODE_2132_length_1521_cov_1.422857,3286.0,IncFII(29)|IncFIB(pENTAS01)|IncFIB(K)|IncFIA(HI1)|IncFII(Yp)|IncFIB(AP001918),CP003035|CP003027|JN233704|AF250878|CP000670|AP001918,NZ_CP051707.1
625,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_7_plasmid.fasta,short,NODE_37_length_42934_cov_28.586551_component_0,42934.0,IncFIB(pENTAS01),CP003027,NZ_AP022488.1
626,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_7_plasmid.fasta,short,NODE_93_length_3286_cov_2.099526_component_0,3286.0,IncFII(29),CP003035,NZ_CP051707.1
628,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_80_genome.fasta,short,NODE_379_length_3192_cov_2.063172,3192.0,IncFII(pECLA),CP001919,NZ_AP022488.1
630,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_80_genome.fasta,short,NODE_81_length_18151_cov_27.287763|NODE_20_length_69384_cov_27.562970|NODE_682_length_2066_cov_2.252442,18151.0,IncP6|pKPC-CAV1321|IncFIB(pECLA),JF785550|CP011611|CP001919,NZ_KX810825.1
631,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_81_genome.fasta,short,NODE_34_length_33515_cov_26.850542,33515.0,IncFIB(pB171),AB024946,CP057747.1
632,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_81_genome.fasta,short,NODE_42_length_16155_cov_3.430585,16155.0,IncP6,JF785550,NZ_KX810825.1
633,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_81_plasmid.fasta,short,NODE_2_length_16155_cov_3.430585_component_1,16155.0,IncP6,JF785550,NZ_KX810825.1
634,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_82_genome.fasta,short,NODE_36_length_33515_cov_26.990387,33515.0,IncFIB(pB171),AB024946,CP057747.1
640,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_83_genome.fasta,short,NODE_84_length_9899_cov_8.125793|NODE_113_length_5400_cov_5.400644|NODE_66_length_15302_cov_8.103089|NODE_72_length_13857_cov_6.205518|NODE_74_length_13604_cov_6.067418|NODE_75_length_13231_cov_8.787185,9899.0,IncFIB(K)|repB(R1701)|IncFII(K)|IncFII(Yp)|IncY|IncFII(pBK30683),JN233704|CP039970|CP000648|CP000670|K02380|KF954760,NZ_CP011623.1
643,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_83_plasmid.fasta,short,NODE_7_length_15164_cov_8.080968_component_0|NODE_15_length_9901_cov_8.129755_component_0|NODE_6_length_16384_cov_7.814856_component_0,15164.0,IncFII(K)|IncFIB(K)|IncY,CP000648|JN233704|K02380,NZ_CP056678.1
645,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_84_genome.fasta,short,NODE_51_length_18151_cov_28.054619|NODE_27_length_69384_cov_24.614137,18151.0,IncP6|pKPC-CAV1321,JF785550|CP011611,NZ_KX810825.1
647,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_85_genome.fasta,short,NODE_233_length_856_cov_1.341497,856.0,IncX10,OQ821188.1,
649,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_85_genome.fasta,short,NODE_46_length_18151_cov_28.732761|NODE_26_length_69384_cov_27.397182,18151.0,IncP6|pKPC-CAV1321,JF785550|CP011611,NZ_KX810825.1
651,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_86_genome.fasta,short,NODE_29_length_56774_cov_29.483487,56774.0,repE(pEh60-7),CP088228,NZ_CP056169.1
652,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_86_genome.fasta,short,NODE_43_length_20744_cov_11.223149|NODE_23_length_73840_cov_28.650239|NODE_44_length_19937_cov_29.870559,20744.0,IncP6|IncR|pKPC-CAV1321,JF785550|DQ449578|CP011611,NZ_KX810825.1
654,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_86_plasmid.fasta,short,NODE_1_length_20744_cov_11.223149_component_0,20744.0,IncP6,JF785550,NZ_KX810825.1
